image_path,label,source_dataset,generator,split,license_notes
data/raw/cifake/archive/train/REAL/4071 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3096 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1363 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3352 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4164 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3453 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2211 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3990 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4466 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4061 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3625 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1791 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0517 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1828 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1801 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3218 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3206 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2841 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4151 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4265.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0637.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5495 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3317 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0669 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0651 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2903 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1223 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2288 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3726 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4582.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5677 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1722 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0911 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4660 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1282 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1655 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0410 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3524 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1069 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4615 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1189 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0223 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5886 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3775.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0434.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2314 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0366 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2534.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3132.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3167 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2300 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4406.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4579 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3825 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4114 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3028 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0643 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2235.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3841 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0951 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4661 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3005 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4442 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4334 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3429 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3993 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0148 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5767 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2585 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2823 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4891 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4175 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5755 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5650 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0070 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1508 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2659 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2698 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2219 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4110 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0850 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5796 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4691 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1233 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3003 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2526 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1869 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2464 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5657 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1670 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1568 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2760.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5797 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2443 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4841 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2921 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0389 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0890 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5843 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1317 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0227 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1522 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4319 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1262 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4481 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4206.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1752 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1239 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2516 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3948.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3442 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4848 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2263 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4744 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3772 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0579 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4852 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0769 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4308 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3396 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3646 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1181 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4605 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5575 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2500 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4352 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4511 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0409 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1413 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3244 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4216 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1621 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4601 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4811 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2630.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4919 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3180 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1954 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3636 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2661 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2949 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0800 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4164.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4150 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1787 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4821.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2096 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3940 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5536 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5290 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4390.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2433 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3231 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4671 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3845.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1855 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4735 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2414 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3791 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4673 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3696 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0674 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1067 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3942 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0408 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1141 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2125 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2372 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0475 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2066 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4324.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0336 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1750 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2475 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2653 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4635 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2855 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4026 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2732 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5218 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4630 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2026 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3827 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4047 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3134 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1850 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3894 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4677 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4152.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2829 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3666 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4653 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2317 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0117 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4577 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1493 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5477 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3195 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0955 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3496 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4056 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0806 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1365 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2219 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5455 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4877 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2221 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5607 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4884 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
